file	line	kind	key	speaker	english	japanese	chinese	note
AR_GH_BARRACKS.TXT	35	voice	a2s8_JeepOff1.wav	JeepOff	Officer: No one asked you soldier.  Drive!	お前には何も聞いとらん\nだまってろ！	我没问你！\n闭嘴！	
AR_GH_BARRACKS.TXT	36	voice	a2s8_soldier1_3.wav	Soldier1	Soldier: Sir!  We're being shot at!	攻撃を受けております！	我们正在遭受攻击！	
AR_GH_BARRACKS.TXT	37	voice	a2s8_JeepOff2.wav	JeepOff	Officer: Stop talking and keep driving!  Go, go, go!	黙って運転するんだ！\n行け 行けー！	闭嘴开车！\n快！快！	
AR_GH_BARRACKS.TXT	39	hud	ost_alarm		The alarm has been sounded!	警報が鳴らされました！	警报已经拉响！	
AR_GH_BARRACKS.TXT	40	hud	ost_kitchenofficerisdead		Garrison Commander Ruprecht Reiner Eliminated.	指揮官ルプレクト・ライナーを抹殺した	指挥官鲁普雷希特·莱纳已被消灭	
AR_GH_BARRACKS.TXT	41	hud	ost_Barracks		Barracks	"""Barracks"""	“兵营”	
AR_GH_BARRACKS.TXT	42	hud	ost_WarRoom		War Room	"""War Room"""	“作战室”	
AR_GH_BARRACKS.TXT	43	hud	ost_Storage		Storage	"""Storage"""	“仓库”	
AR_GH_BARRACKS.TXT	44	hud	ost_Armory		Armory	"""Armory"""	“军械库”	
AR_GH_BARRACKS.TXT	45	hud	ost_Mess Hall		Mess Hall	"""Mess Hall"""	“食堂”	
AR_GH_BARRACKS.TXT	46	hud	ost_Kitchen		Kitchen	"""Kitchen"""	“厨房”	
AR_GH_BARRACKS.TXT	47	hud	ost_Security		Security	"""Security"""	“警卫室”	
AR_GH_BARRACKS.TXT	48	hud	ost_Library		Library	"""Library"""	“图书室”	
AR_GH_BARRACKS.TXT	49	hud	ost_Elevator		Elevator	"""Elevator"""	“电梯”	
AR_GH_BARRACKS.TXT	50	hud	ost_Bathroom		Bathroom	"""Bathroom"""	“浴室”	
AR_GH_BARRACKS.TXT	51	hud	ost_Equipment		Equipment Room	"""Equipment Room"""	“装备室”	
AR_GH_BARRACKS.TXT	53	hud	ost_key		Found an officer turnkey.	キーを入手した	获得钥匙	
AR_GH_BARRACKS.TXT	55	hud	ObjectiveBarracks		Eliminate Officer	G.G.G将校を抹殺せよ	消灭反幽灵小组军官	
AR_GH_BARRACKS.TXT	56	hud	ObjectiveToScienceLab		Go to the Science Lab through the Basement.	地下施設に潜入せよ	潜入地下设施	
AR_GH_BARRACKS.TXT	57	hud	ObjectiveSearch		Seek out targets in other areas.	次の任務に向え	前往下一个任务区域	
AR_GH_BARRACKS.TXT	58	hud	ObjectiveFindTurnkey		Search an officer to find a basement turnkey.	G.G.G将校の死体からキーを入手せよ	从反幽灵小组军官的尸体上取得钥匙	
AR_GH_CHAPEL.TXT	0	hud	MissionDescription		Thule Chapel	Thule Chapel	图勒礼拜堂	
AR_GH_CHAPEL.TXT	2	voice	a2s2_rayne7.wav	$	Rayne: Can't leave yet.	まだ行けないわ	现在还不能走。	
AR_GH_CHAPEL.TXT	3	voice	a2s2_rayne8.wav	$	Rayne: I haven't met all the objectives.	まだ任務が残ってる	任务还没完成。	
AR_GH_CHAPEL.TXT	4	voice	a2s2_rayne9.wav	$	Rayne: There are still targets in this area.	やり残していることがあるはずよ	我应该还有事没做完。	
AR_GH_CHAPEL.TXT	5	voice	a2s2_rayne10.wav	$	Rayne: No, I've got things to do first.	他にやることがあるはずよ	我应该还有别的事要办。	
AR_GH_CHAPEL.TXT	6	voice	a2s2_rayne11.wav	$	Rayne: No, I'm not done here.	まだやることがある	这里的事还没结束。	
AR_GH_CHAPEL.TXT	8	voice	a2s7_PAVoice2.wav	PAVoice	P.A. Voice: Code Zeus!  Repeat: Code Zeus!	コード・ゼウス！ 繰り返す\nコード・ゼウス！	宙斯警报！\n重复，宙斯警报！	
AR_GH_CHAPEL.TXT	9	voice	a2s7_PAVoice3.wav	PAVoice	P.A. Voice: Science lab security breach!  All personnel, abandon pursuit!  Report to the science lab immediately!	研究所で問題が発生！\n総員 作業を中止しただちに研究施設に直行せよ！	研究所发生事故！\n全员立刻停止作业，赶往研究设施！	
AR_GH_CHAPEL.TXT	10	voice	a2s7_PAVoice4.wav	PAVoice	P.A. Voice: Get over here NOW!  They're loose!  The Daem- aargh!	すぐ来てくれ！ 封鎖を破られた！\nデアマイツが...！	快来帮忙！封锁被突破了！\n魔蛭……！	
AR_GH_CHAPEL.TXT	11	voice	a2s7_Daemite2.wav	Daemite	Daemite: Hehehehehe.			
AR_GH_CHAPEL.TXT	12	voice	a2s7_rayne5.wav	$	Rayne: Sounds like they have their own problems.  I'm done here.	レリックを発見しても持ち出せない理由があるようだし	看来他们发现了圣物却没能带走，肯定有什么原因。	
AR_GH_CHAPEL.TXT	13	voice	a2s7_rayne6.wav	$	Rayne: I need to get into the basement.  An officer should have what I need.	地下に侵入して 調べる必要がありそうだわ	我得潜入地下查清楚。	
AR_GH_CHAPEL.TXT	14	voice	a2s7_rayne7.wav	$	Rayne: I should search an officer's body before I go.	ここには将校がもう一人残っていたわね	这里还剩一个军官没解决。	
AR_GH_CHAPEL.TXT	16	voice	a2s4_rayne1.wav	$	Rayne: What's the shovel for, Von Blut?	スコップを何に使うの フォン・ブルト？	冯·布鲁特，你拿铲子干什么？	
AR_GH_CHAPEL.TXT	17	voice	a2s4_Priest1.wav	Priest	Priest: How-?  Oh, just taking care of a collection from this morning's service.	何？\nああ これは朝の礼拝に必要なものを探そうかと思ってな	什么？\n哦，我正打算找找晨祷需要的东西。	
AR_GH_CHAPEL.TXT	18	voice	a2s4_Priest2.wav	Priest	Priest: But I might find more uses for it.	こんなものでも使い道はいろいろあるんだ	别看只是一把铲子，用处可多着呢。	
AR_GH_CHAPEL.TXT	19	voice	a2s4_rayne2.wav	$	Rayne: I can think of some myself, but they have mostly to do with your backside, preacher.	確かに\nありふれたスコップも牧師の裏の仕事には欠かせないわ	确实。\n一把普通铲子，也是牧师干脏活时少不了的工具。	
AR_GH_CHAPEL.TXT	20	voice	a2s4_Priest3.wav	Priest	Priest: You ignorant...I am a Thule High priest, not a preacher.	なんたる無知 私は牧師ではなく 大司教だぞ	真是无知！我不是普通牧师，而是大主教！	
AR_GH_CHAPEL.TXT	21	voice	a2s4_rayne4.wav	$	Rayne: Oversight on my part.  Do forgive me.  And tell me about the relic.	失礼ついでに レリックのお話などは聞かせていただけますか？	既然已经失礼了，能不能顺便给我讲讲圣物？	
AR_GH_CHAPEL.TXT	22	voice	a2s4_Priest6.wav	Priest	Priest: Ahhh, the relic...	あぁ レリックか	啊，圣物啊……	
AR_GH_CHAPEL.TXT	23	voice	a2s4_Priest7.wav	Priest	Priest: Have a seat, child.  I'll let the light shine on you.	幼子よ そこに掛けよ 光を与えん	孩子，坐下吧，我来赐予你光明。	
AR_GH_CHAPEL.TXT	24	voice	a2s4_Priest8.wav	Priest	Priest: Atlantis...	アトランティス...	亚特兰蒂斯……	
AR_GH_CHAPEL.TXT	25	voice	a2s4_Priest9.wav	Priest	Priest: ...a legendary kingdom.  A superior race with powers beyond our imagination.  An Aryan race.  Pure of blood.  Pristine.	かの地は我々の想像をはるかに超える力を持った伝説の王国で\n我ら誇り高く聖なる人種の故郷だ	那是一个拥有远超我们想象之力的传说王国，\n也是我们高贵神圣种族的故乡。	
AR_GH_CHAPEL.TXT	26	voice	a2s4_Priest10.wav	Priest	Priest: Then the kingdom was lost.  The sea reclaimed it's right.	しかしながら 王国は海に沈んだ	然而，那个王国最终沉入了海底。	
AR_GH_CHAPEL.TXT	27	voice	a2s4_Priest11.wav	Priest	Priest: Alas, we have strayed.  Over the centuries, our Aryan race has mixed with those that are impure of blood.	我が種族は 彷徨い人に身をやつし\n数世紀にも渡り 汚れし種族と血を通わせた	我族沦为四处漂泊的流浪者，\n数百年来，不得不与污秽的种族混血。	
AR_GH_CHAPEL.TXT	28	voice	a2s4_Priest12.wav	Priest	Priest: But not all is lost.  The greatest Atlantean leader, Beliar, was immortal.  His body scattered in pieces in the destruction of Atlantis.	都市は崩壊し 人々は死に絶えた\nそのとき 大いなる主ベリアルの不死身の肉体は砕かれ\n世界に霧散した	城市崩塌，人民死绝。\n就在那时，伟大的贝利亚那不死的躯体被击碎，\n散落到了世界各地。	
AR_GH_CHAPEL.TXT	29	voice	a2s4_Priest13.wav	Priest	Priest: Finally, we have located our great leader's skull.  It is here, buried deep underground.	そして 我々はついに大いなる主の頭蓋骨を\nこの地の底に見い出したのだ	而我们终于在这片土地的深处，\n找到了伟大主人的头骨。	
AR_GH_CHAPEL.TXT	30	voice	a2s4_Priest14.wav	Priest	Priest: It is the rightful property of the Aryan race.	我が種族の約束されし地よ...	那就是我族的应许之地……	
AR_GH_CHAPEL.TXT	31	voice	a2s4_rayne5.wav	$	Rayne: I'm sure you believe that.  All of it.  Everybody makes mistakes.	おめでたいお頭をお持ちで\n本気でそんな世迷言を？	你这脑袋还真够天真的。\n这种疯话，你居然当真？	
AR_GH_CHAPEL.TXT	32	voice	a2s4_Priest18.wav	Priest	Priest: You have doubts?  You question providence?	神の思し召しに疑念を抱くことなかれ	不可怀疑神的旨意！	
AR_GH_CHAPEL.TXT	33	voice	a2s4_rayne6.wav	$	Rayne: I question harebrained ideas propagated by half-wits like you.	あんたのような博識ぶった野郎の考えになら疑念があるわ	我怀疑的是你这种装腔作势的蠢货说出来的话。	
AR_GH_CHAPEL.TXT	34	voice	a2s4_Priest19.wav	Priest	Priest: Enough of your insolence.  I will prove Aryan superiority to you.	怖れを知らぬ 大馬鹿め！\n我らが誇り 見せてやる	不知恐惧的蠢货！\n我会让你见识我族的荣耀！	
AR_GH_CHAPEL.TXT	35	voice	a2s4_rayne7.wav	$	Rayne: Ever heard of overcompensation?	「誇大妄想」って言葉はご存知？	你听说过“夸大妄想”吗？	
AR_GH_CHAPEL.TXT	36	voice	a2s4_Priest20.wav	Priest	Priest: I will put an end to your impudent prattle.	生意気な口をきけないようにしてやろう	我要让你再也说不出这种狂妄的话！	
AR_GH_CHAPEL.TXT	37	voice	a2s4_rayne8.wav	$	Rayne: I don't think so.  You just won't be around to hear it anymore.	最後に口がきけなくなるのは\nあなたのほうじゃない	最后说不出话的，\n恐怕是你吧。	
AR_GH_CHAPEL.TXT	38	voice	a2s4_Priest22.wav	Priest	Priest: I'm going to splatter your brains all over the walls.	お前の脳みそを壁にぶちまけたいものだ	我真想把你的脑浆泼满整面墙！	
AR_GH_CHAPEL.TXT	39	voice	a2s4_rayne9.wav	$	Rayne: Oh, you're all talk.	あら 口は達者ね	哎呀，你也就嘴上厉害。	
AR_GH_CHAPEL.TXT	40	voice	a2s4_Priest23.wav	Priest	Priest: Contemptuous bitch!	このメス豚！	你这母猪！	
AR_GH_CHAPEL.TXT	41	voice	a2s4_Priest24.wav	Priest	Priest: Return to hell, you demon!	悪魔め 地獄に退散せよ！	恶魔，滚回地狱去！	
AR_GH_CHAPEL.TXT	42	voice	a2s4_rayne11.wav	$	Rayne: You'll have to try a little harder.  I'm still not convinced.	ホントにありがたい説教をなさるのね	您这番布道还真让人受教。	
AR_GH_CHAPEL.TXT	44	voice	a2s4_rayne12.wav	$	Rayne: It will be very warm where you're headed.	きっと地獄が気に入るわよ	你一定会喜欢地狱的。	
AR_GH_CHAPEL.TXT	45	voice	a2s4_rayne13.wav	$	Rayne: Maybe there's some paperwork on all the hogwash he's been rattling on about.	フォン・ブルトは アトランティスかベリアルの資料を持っていたかも	冯·布鲁特身上说不定有亚特兰蒂斯或贝利亚的资料。	
AR_GH_CHAPEL.TXT	47	voice	a2s4_rayne14.wav	$	Rayne: I should search more thoroughly.	もっと部屋を探索しましょう	我得再仔细搜搜这个房间。	
AR_GH_CHAPEL.TXT	49	voice	a2s4_rayne15.wav	$	Rayne: Not bad.	悪くないわ	还不错。	
AR_GH_CHAPEL.TXT	50	voice	a2s4_rayne16.wav	$	Rayne: And what do we have here: occult writings on Atlantis and Beliar.  At least he was organized.	資料があった\n結局はあの男もだれかと組む必要があったようね	找到资料了。\n看来那家伙到头来也得找人合作。	
AR_GH_CHAPEL.TXT	51	voice	a2s4_rayne17.wav	$	Rayne: Time to radio Brimstone Society.	ダークマンに報告しましょう	该向达克曼报告了。	
AR_GH_CHAPEL.TXT	53	hud	ost_thulepriestisdead		Thule High Priest Von Blut Eliminated.	フォン・ブルト大司教を抹殺した	冯·布鲁特大主教已被消灭	
AR_GH_CHAPEL.TXT	54	hud	ost_Brig		Brig	"""Brig"""	“禁闭室”	
AR_GH_CHAPEL.TXT	55	hud	ost_Chapel		Chapel	"""Chapel"""	“礼拜堂”	
AR_GH_CHAPEL.TXT	56	hud	ost_key		Found an officer turnkey.	キーを入手した	获得钥匙	
AR_GH_CHAPEL.TXT	57	hud	ost_RageAttack1		You have gained Rage Attack. Press @@bloodRageButtonName@@ and @@action1ButtonName@@ to execute a powerful Rage Attack.	レイジアタックをマスターした\nレイジアタック:@@bloodRageButtonName@@+@@action1ButtonName@@	已掌握血怒攻击\n血怒攻击：@@bloodRageButtonName@@+@@action1ButtonName@@	
AR_GH_CHAPEL.TXT	58	hud	ost_RageAttack2		Rage Attacks consume roughly one-third of your Bloodlust energy.	強力なブレード攻撃だが\nブラッドラストゲージの1/3を消耗する	这是一种强力的刀刃攻击，\n但会消耗三分之一的杀戮欲望槽。	
AR_GH_CHAPEL.TXT	61	hud	ObjectiveChapel		Eliminate Officer	G.G.G将校を抹殺せよ	消灭反幽灵小组军官	
AR_GH_CHAPEL.TXT	62	hud	ObjectiveRadio		Transmit relic information to Brimstone Society.	レリックの情報をブリムストーン・ソサエティに報告せよ	向硫磺会报告圣物情报	
AR_GH_CHAPEL.TXT	63	hud	ObjectiveSearch		Seek out targets in other areas.	次の任務に向え	前往下一个任务区域	
AR_GH_CHAPEL.TXT	64	hud	ObjectiveFindDocuments		Search Thule priest for documents.	フォン・ブルトの死体から文書を入手せよ	从冯·布鲁特的尸体上取得文件	
AR_GH_CHAPEL.TXT	65	hud	ObjectiveFindTurnkey		Search an officer to find a basement turnkey.	G.G.G将校から地下のキーを入手せよ	从反幽灵小组军官身上取得地下钥匙	
AR_GH_EXTBASE.TXT	0	hud	MissionDescription		Dante's Inferno	Dante's Inferno	但丁地狱	
AR_GH_EXTBASE.TXT	2	voice	a2s15_rayne14.wav	$	Rayne: Follow the tracks Rayne!  And...don't...look...back!	逃げるわよ！ 決して振り返っては駄目！	快逃！绝对不要回头！	
AR_GH_EXTBASE.TXT	3	voice	a2s15_rayne15.wav	$	Rayne: Get up!  Get up!	上に！　跳ぶのよ！	往上！跳！	
AR_GH_EXTBASE.TXT	4	voice	a6s1_rayne185.wav	$	Rayne: Up! Better get up!	跳んで、脱出するの！	跳出去，快逃！	
AR_GH_EXTBASE.TXT	6	voice	a2s16_soldier1_1.wav	Soldier1	Soldier: What's that noise?	いったい何の音だ？	那到底是什么声音？	
AR_GH_EXTBASE.TXT	7	voice	a2s16_Soldier2_1.wav	Soldier2	Soldier: It's coming from the mineshaft.	鉱山の方から聞こえる	是从矿山那边传来的。	
AR_GH_EXTBASE.TXT	8	voice	a2s16_Soldier3_8.wav	Soldier3	Soldier: Ahhhhh!			
AR_GH_EXTBASE.TXT	9	voice	a2s16_Soldier2_2.wav	Soldier2	Soldier: Get the hell out of here!  Shnell, mach, schnell!	撤退する急げ！	撤退！快！	
AR_GH_EXTBASE.TXT	11	hud	ObjectiveFindExit		Escape to the excavation shaft.	爆発にまきこまれる前に脱出せよ	在被爆炸波及前逃出去	
AR_GH_INTEL.TXT	0	hud	MissionDescription		Communication Breakdown	Communication Breakdown	通信中断	
AR_GH_INTEL.TXT	2	voice	a2s2_rayne7.wav	$	Rayne: Can't leave yet.	まだ行けないわ	现在还不能走。	
AR_GH_INTEL.TXT	3	voice	a2s2_rayne8.wav	$	Rayne: I haven't met all the objectives.	まだ任務が残ってる	任务还没完成。	
AR_GH_INTEL.TXT	4	voice	a2s2_rayne9.wav	$	Rayne: There are still targets in this area.	やり残していることがあるはずよ	我应该还有事没做完。	
AR_GH_INTEL.TXT	5	voice	a2s2_rayne10.wav	$	Rayne: No, I've got things to do first.	他にやることがあるはずよ	我应该还有别的事要办。	
AR_GH_INTEL.TXT	6	voice	a2s2_rayne11.wav	$	Rayne: No, I'm not done here.	まだやることがある	这里的事还没结束。	
AR_GH_INTEL.TXT	8	voice	a2s7_PAVoice2.wav	PAVoice		コード・ゼウス！ 繰り返す\nコード・ゼウス！	宙斯警报！重复，\n宙斯警报！	missing matching English key
AR_GH_INTEL.TXT	9	voice	a2s7_PAVoice3.wav	PAVoice		研究所で問題が発生！\n総員 作業を中止しただちに研究施設に直行せよ！	研究所发生事故！\n全员立刻停止作业，赶往研究设施！	missing matching English key
AR_GH_INTEL.TXT	10	voice	a2s7_PAVoice4.wav	PAVoice		すぐ来てくれ！ 封鎖を破られた！\nデアマイツが...！	快来帮忙！封锁被突破了！\n魔蛭……！	missing matching English key
AR_GH_INTEL.TXT	11	voice	a2s7_rayne5.wav	$		レリックを発見しても持ち出せない理由があるようだし	看来他们发现了圣物却没能带走，肯定有什么原因。	missing matching English key
AR_GH_INTEL.TXT	12	voice	a2s7_rayne6.wav	$		地下に潜入して\n調べる必要がありそうだわ	我得潜入地下，\n把事情查清楚。	missing matching English key
AR_GH_INTEL.TXT	13	voice	a2s7_rayne7.wav	$		ここには将校がもう一人残っていたわね	这里还剩一个军官没解决。	missing matching English key
AR_GH_INTEL.TXT	15	hud	ost_alarm		The alarm has been sounded!	The alarm has been sounded!	警报已经拉响！	
AR_GH_INTEL.TXT	16	hud	ost_explosives		Found explosives.	爆薬を入手した	获得炸药	
AR_GH_INTEL.TXT	17	hud	ost_intelofficerisdead		Major General of Intelligence J. A. Cotter Eliminated.	J・A・カッタ－情報少将を抹殺した	J·A·卡特情报少将已被消灭	
AR_GH_INTEL.TXT	18	hud	ost_commofficerisdead		Target: Comm Officer Eliminated.	Target: Comm Officer Eliminated.	目标：通信军官已被消灭	
AR_GH_INTEL.TXT	19	hud	ost_Comm Room		Comm Room	"""Comm Room"""	“通信室”	
AR_GH_INTEL.TXT	20	hud	ost_Library		Library	"""Library"""	“图书室”	
AR_GH_INTEL.TXT	21	hud	ost_Elevator		Elevator	"""Elevator"""	“电梯”	
AR_GH_INTEL.TXT	23	voice	a5s5_rayne128.wav	$	He took the battery.	彼がバッテリーを持っていったわ	他把电池拿走了。	
AR_GH_INTEL.TXT	24	voice	a5s5_rayne129.wav	$	The battery's missing.	バッテリーが見当たらない	这里没有电池。	
AR_GH_INTEL.TXT	26	voice	a6s1_rayne156.wav	$	He took the battery.	奴がバッテリーを持っていった	那家伙把电池拿走了。	
AR_GH_INTEL.TXT	27	voice	a6s1_rayne157.wav	$	The battery's missing.	バッテリーが見当たらないわ	这里没有电池。	
AR_GH_INTEL.TXT	29	voice	a2s3_IntelOff1.wav	IntelOff	Officer: Generalstabsinformationen Cotter to Science lab.  Status Report.	私はカッター情報少将だ\n研究所 状況報告を	我是卡特情报少将。\n研究所，报告情况。	
AR_GH_INTEL.TXT	30	voice	a2s3_Radiovoice1.wav	IntelOff	Radio voice: Security issues in science lab still present.	研究所は未だ安全が確保できません	研究所目前仍未确保安全。	
AR_GH_INTEL.TXT	31	voice	a2s3_IntelOff2.wav	IntelOff	Officer: Why don't you do something about it?	いったい何をもたもたしておるのだ？	你们到底还在磨蹭什么？	
AR_GH_INTEL.TXT	32	voice	a2s3_Radiovoice2.wav	IntelOff	Radio voice: We're trying sir.  The...subjects seem to be...planning something.	最善は尽くしております\nしかし 奴らの行動には\n裏がありそうです	我们已经尽力了。\n但那些家伙的行动，\n似乎另有目的。	
AR_GH_INTEL.TXT	33	voice	a2s3_IntelOff3.wav	IntelOff	Officer: That's ridiculous.  Where's Schmitt?	何をたわけとるんだ！　シュミットは？	胡说八道！施密特呢？	
AR_GH_INTEL.TXT	34	voice	a2s3_Radiovoice3.wav	IntelOff	Radio voice: I can't tell you.	それは お答えできません	这个问题我无法回答。	
AR_GH_INTEL.TXT	35	voice	a2s3_IntelOff4.wav	IntelOff	Officer: I'm your superior officer.  You tell me right now where Schmitt is.	貴様 私が誰か判っておるのか？\nさっさとシュミットの居場所を言うんだ！	你知道我是谁吗？\n马上告诉我施密特在哪里！	
AR_GH_INTEL.TXT	36	voice	a2s3_Radiovoice4.wav	IntelOff	Radio voice: I'm sorry sir, but I can't tell you.  Not because I don't want to, but because I don't know.	申し訳ありませんが お答えすることは\nできません 正直にいいますと\n現在行方不明であります	很抱歉，我无法回答。\n老实说，\n他现在下落不明。	
