file	line	kind	key	speaker	english	chinese	note
AR_GH_BARRACKS.TXT	8	voice	a2s7_PAVoice2.wav	PAVoice	P.A. Voice: Code Zeus! Repeat: Code Zeus!	广播：宙斯警报！重复，宙斯警报！	
AR_GH_BARRACKS.TXT	9	voice	a2s7_PAVoice3.wav	PAVoice	P.A. Voice: Science lab security breach!  All personnel, abandon pursuit!  Report to the science lab immediately!	广播：科学实验室发生安全事故！所有人员停止追击！立即前往科学实验室！	
AR_GH_BARRACKS.TXT	10	voice	a2s7_PAVoice4.wav	PAVoice	P.A. Voice: Get over here now!  They're loose!  The Daem- aargh!	广播：马上过来！它们跑出来了！那些魔——啊啊啊！	
AR_GH_BARRACKS.TXT	11	voice	a2s7_Daemite2.wav	Daemite	Daemite: Hehehehehe.	魔蛭：嘿嘿嘿嘿嘿。	
AR_GH_BARRACKS.TXT	12	voice	a2s7_rayne5.wav	$	Rayne: Sounds like they have their own problems.  I'm done here.	莱恩：听起来他们自顾不暇了，我这里也办完了。	
AR_GH_BARRACKS.TXT	13	voice	a2s7_rayne6.wav	$	Rayne: I need to get into the basement.  An officer should have what I need.	莱恩：我得进地下室，军官身上应该有我要的东西。	
AR_GH_BARRACKS.TXT	14	voice	a2s7_rayne7.wav	$	Rayne: I should search an officer's body before I go.	莱恩：走之前，得搜一具军官的尸体。	
AR_GH_BARRACKS.TXT	16	voice	a2s7_subofficer4.wav	TargetOfficerKitchen	Officer: What's wrong with you? Kill her! Kill her goddammit!	军官：你们愣着干什么？杀了她！他妈的，杀了她！	
AR_GH_BARRACKS.TXT	18	voice	a2s8_rayne1.wav	$	Rayne: I need a control turnkey for the basement.  I'll worry about that later.	莱恩：要进地下室，我还需要一把控制钥匙。回头再说。	
AR_GH_BARRACKS.TXT	19	voice	a2s8_rayne2.wav	$	Rayne: The turnkey I found should work...	莱恩：我找到的钥匙应该能用……	
AR_GH_BARRACKS.TXT	21	voice	a2s8_soldier1_1.wav	SoldierTrapped1	Soldier: There's the intruder!	士兵：入侵者在那儿！	
AR_GH_BARRACKS.TXT	22	voice	a2s8_soldier2_1.wav	SoldierTrapped2	Soldier: Open the door!	士兵：快开门！	
AR_GH_BARRACKS.TXT	23	voice	a2s8_soldier3_1.wav	SoldierTrapped3	Soldier: I'm trying!  It's jammed.	士兵：我在开！门卡住了！	
AR_GH_BARRACKS.TXT	24	voice	a2s8_soldier2_2.wav	SoldierTrapped2	Soldier: You stay right there Weib!	士兵：你给我站住，女人！	
AR_GH_BARRACKS.TXT	25	voice	a2s8_soldier3_2.wav	SoldierTrapped3	Soldier: It's not working!	士兵：打不开！	
AR_GH_BARRACKS.TXT	26	voice	a2s8_soldier3_3.wav	SoldierTrapped3	Soldier: What are you doing!?	士兵：你在干什么！？	
AR_GH_BARRACKS.TXT	27	voice	a2s8_rayne3.wav	$	Rayne: What does it look like? I'm lowering the lift.	莱恩：这还看不出来？我在把升降台降下去。	
AR_GH_BARRACKS.TXT	28	voice	a2s8_soldier2_3.wav	SoldierTrapped2	Soldier: Turn it off!	士兵：快关掉！	
AR_GH_BARRACKS.TXT	29	voice	a2s8_soldier3_4.wav	SoldierTrapped3	Soldier: I can't!	士兵：我关不了！	
AR_GH_BARRACKS.TXT	30	voice	a2s8_soldier2_4.wav	SoldierTrapped2	Soldier: Stop the lift!  Please!	士兵：停下升降台！求你了！	
AR_GH_BARRACKS.TXT	31	voice	a2s8_soldier3_5.wav	SoldierTrapped3	Soldier: You can't do this!	士兵：你不能这么干！	
AR_GH_BARRACKS.TXT	32	voice	a2s8_rayne4.wav	$	Rayne: You really should pay more attention to safety.  As you know, most accidents in the workplace can be prevented.	莱恩：你们真该多注意安全。要知道，大多数工伤事故其实都能避免。	
AR_GH_BARRACKS.TXT	34	voice	a2s8_soldier1_2.wav	Soldier1	Soldier: Sir!  With all due respect, this is a bad-	士兵：长官！恕我直言，这主意不太——	
AR_GH_BARRACKS.TXT	35	voice	a2s8_JeepOff1.wav	JeepOff	Officer: No one asked you soldier.  Drive!	军官：没人问你，士兵。开车！	
AR_GH_BARRACKS.TXT	36	voice	a2s8_soldier1_3.wav	Soldier1	Soldier: Sir!  We're being shot at!	士兵：长官！有人朝我们开枪！	
AR_GH_BARRACKS.TXT	37	voice	a2s8_JeepOff2.wav	JeepOff	Officer: Stop talking and keep driving!  Go, go, go!	军官：少废话，继续开！快、快、快！	
AR_GH_BARRACKS.TXT	39	hud	ost_alarm		The alarm has been sounded!	警报已拉响！	
AR_GH_BARRACKS.TXT	40	hud	ost_kitchenofficerisdead		Garrison Commander Ruprecht Reiner Eliminated.	已消灭驻军司令鲁普雷希特·赖纳	
AR_GH_BARRACKS.TXT	41	hud	ost_Barracks		Barracks	兵营	
AR_GH_BARRACKS.TXT	42	hud	ost_WarRoom		War Room	作战室	
AR_GH_BARRACKS.TXT	43	hud	ost_Storage		Storage	仓库	
AR_GH_BARRACKS.TXT	44	hud	ost_Armory		Armory	军械库	
AR_GH_BARRACKS.TXT	45	hud	ost_Mess Hall		Mess Hall	食堂	
AR_GH_BARRACKS.TXT	46	hud	ost_Kitchen		Kitchen	厨房	
AR_GH_BARRACKS.TXT	47	hud	ost_Security		Security	警卫室	
AR_GH_BARRACKS.TXT	48	hud	ost_Library		Library	图书馆	
AR_GH_BARRACKS.TXT	49	hud	ost_Elevator		Elevator	电梯	
AR_GH_BARRACKS.TXT	50	hud	ost_Bathroom		Bathroom	浴室	
AR_GH_BARRACKS.TXT	51	hud	ost_Equipment		Equipment Room	装备室	
AR_GH_BARRACKS.TXT	53	hud	ost_key		Found an officer turnkey.	找到一把军官钥匙	
AR_GH_BARRACKS.TXT	55	hud	ObjectiveBarracks		Eliminate Officer	消灭军官	
AR_GH_BARRACKS.TXT	56	hud	ObjectiveToScienceLab		Go to the Science Lab through the Basement.	经地下室前往科学实验室	
AR_GH_BARRACKS.TXT	57	hud	ObjectiveSearch		Seek out targets in other areas.	前往其他区域搜寻目标	
AR_GH_BARRACKS.TXT	58	hud	ObjectiveFindTurnkey		Search an officer to find a basement turnkey.	搜查军官，寻找地下室钥匙	
AR_GH_CHAPEL.TXT	0	hud	MissionDescription		Thule Chapel	图勒礼拜堂	
AR_GH_CHAPEL.TXT	2	voice	a2s2_rayne7.wav	$	Rayne: Can't leave yet.	莱恩：现在还不能走。	
AR_GH_CHAPEL.TXT	3	voice	a2s2_rayne8.wav	$	Rayne: I haven't met all the objectives.	莱恩：任务还没全完成。	
AR_GH_CHAPEL.TXT	4	voice	a2s2_rayne9.wav	$	Rayne: There are still targets in this area.	莱恩：这片区域还有目标没解决。	
AR_GH_CHAPEL.TXT	5	voice	a2s2_rayne10.wav	$	Rayne: No, I've got things to do first.	莱恩：不行，我还有事要办。	
AR_GH_CHAPEL.TXT	6	voice	a2s2_rayne11.wav	$	Rayne: No, I'm not done here.	莱恩：不行，这里的事还没完。	
AR_GH_CHAPEL.TXT	8	voice	a2s7_PAVoice2.wav	PAVoice	P.A. Voice: Code Zeus!  Repeat: Code Zeus!	广播：宙斯警报！重复，宙斯警报！	
AR_GH_CHAPEL.TXT	9	voice	a2s7_PAVoice3.wav	PAVoice	P.A. Voice: Science lab security breach!  All personnel, abandon pursuit!  Report to the science lab immediately!	广播：科学实验室发生安全事故！所有人员停止追击！立即前往科学实验室！	
AR_GH_CHAPEL.TXT	10	voice	a2s7_PAVoice4.wav	PAVoice	P.A. Voice: Get over here NOW!  They're loose!  The Daem- aargh!	广播：马上过来！它们跑出来了！那些魔——啊啊啊！	
AR_GH_CHAPEL.TXT	11	voice	a2s7_Daemite2.wav	Daemite	Daemite: Hehehehehe.	魔蛭：嘿嘿嘿嘿嘿。	
AR_GH_CHAPEL.TXT	12	voice	a2s7_rayne5.wav	$	Rayne: Sounds like they have their own problems.  I'm done here.	莱恩：听起来他们自顾不暇了，我这里也办完了。	
AR_GH_CHAPEL.TXT	13	voice	a2s7_rayne6.wav	$	Rayne: I need to get into the basement.  An officer should have what I need.	莱恩：我得进地下室，军官身上应该有我要的东西。	
AR_GH_CHAPEL.TXT	14	voice	a2s7_rayne7.wav	$	Rayne: I should search an officer's body before I go.	莱恩：走之前，得搜一具军官的尸体。	
AR_GH_CHAPEL.TXT	16	voice	a2s4_rayne1.wav	$	Rayne: What's the shovel for, Von Blut?	莱恩：那把铲子是干什么用的，冯·布鲁特？	
AR_GH_CHAPEL.TXT	17	voice	a2s4_Priest1.wav	Priest	Priest: How-?  Oh, just taking care of a collection from this morning's service.	祭司：你怎么——？哦，只是在处理今早礼拜收上来的一笔“奉献”。	
AR_GH_CHAPEL.TXT	18	voice	a2s4_Priest2.wav	Priest	Priest: But I might find more uses for it.	祭司：不过，它或许还有别的用处。	
AR_GH_CHAPEL.TXT	19	voice	a2s4_rayne2.wav	$	Rayne: I can think of some myself, but they have mostly to do with your backside, preacher.	莱恩：我也想到了几种，基本都得用在你的屁股上，牧师。	
AR_GH_CHAPEL.TXT	20	voice	a2s4_Priest3.wav	Priest	Priest: You ignorant...I am a Thule High priest, not a preacher.	祭司：无知的东西……我是图勒大祭司，不是什么牧师。	
AR_GH_CHAPEL.TXT	21	voice	a2s4_rayne4.wav	$	Rayne: Oversight on my part.  Do forgive me.  And tell me about the relic.	莱恩：是我眼拙，恕罪。现在，跟我说说那件遗物吧。	
AR_GH_CHAPEL.TXT	22	voice	a2s4_Priest6.wav	Priest	Priest: Ahhh, the relic...	祭司：啊……那件遗物……	
AR_GH_CHAPEL.TXT	23	voice	a2s4_Priest7.wav	Priest	Priest: Have a seat, child.  I'll let the light shine on you.	祭司：坐下吧，孩子，让我用圣光开导你。	
AR_GH_CHAPEL.TXT	24	voice	a2s4_Priest8.wav	Priest	Priest: Atlantis...	祭司：亚特兰蒂斯……	
AR_GH_CHAPEL.TXT	25	voice	a2s4_Priest9.wav	Priest	Priest: ...a legendary kingdom.  A superior race with powers beyond our imagination.  An Aryan race.  Pure of blood.  Pristine.	祭司：……传说中的王国。\n那里有一个力量远超我们想象的优等种族：雅利安人。\n血统纯正，完美无瑕。	
AR_GH_CHAPEL.TXT	26	voice	a2s4_Priest10.wav	Priest	Priest: Then the kingdom was lost.  The sea reclaimed it's right.	祭司：后来，王国覆灭，大海收回了属于它的一切。	
AR_GH_CHAPEL.TXT	27	voice	a2s4_Priest11.wav	Priest	Priest: Alas, we have strayed.  Over the centuries, our Aryan race has mixed with those that are impure of blood.	祭司：可悲的是，我们背离了纯正的血统。\n千百年来，雅利安人与那些血统污浊之人不断混杂。	
AR_GH_CHAPEL.TXT	28	voice	a2s4_Priest12.wav	Priest	Priest: But not all is lost.  The greatest Atlantean leader, Beliar, was immortal.  His body scattered in pieces in the destruction of Atlantis.	祭司：但我们还有希望，亚特兰蒂斯最伟大的领袖贝利亚拥有不死之身。\n亚特兰蒂斯毁灭时，他的身体碎裂，散落到了各处。	
AR_GH_CHAPEL.TXT	29	voice	a2s4_Priest13.wav	Priest	Priest: Finally, we have located our great leader's skull.  It is here, buried deep underground.	祭司：如今，我们终于找到了伟大领袖的头骨，它就在这里，深埋在地下。	
AR_GH_CHAPEL.TXT	30	voice	a2s4_Priest14.wav	Priest	Priest: It is the rightful property of the Aryan race.	祭司：它本就该属于雅利安人。	
AR_GH_CHAPEL.TXT	31	voice	a2s4_rayne5.wav	$	Rayne: I'm sure you believe that.  All of it.  Everybody makes mistakes.	莱恩：看得出来，这套鬼话你是一句不落地全信了，谁都有犯蠢的时候。	
AR_GH_CHAPEL.TXT	32	voice	a2s4_Priest18.wav	Priest	Priest: You have doubts?  You question providence?	祭司：你竟敢怀疑？竟敢质疑天意？	
AR_GH_CHAPEL.TXT	33	voice	a2s4_rayne6.wav	$	Rayne: I question harebrained ideas propagated by half-wits like you.	莱恩：我质疑的是你这种白痴到处散播的蠢话。	
AR_GH_CHAPEL.TXT	34	voice	a2s4_Priest19.wav	Priest	Priest: Enough of your insolence.  I will prove Aryan superiority to you.	祭司：放肆！我会亲自向你证明雅利安人的优越。	
AR_GH_CHAPEL.TXT	35	voice	a2s4_rayne7.wav	$	Rayne: Ever heard of overcompensation?	莱恩：听说过“越缺什么，越爱显摆”吗？	
AR_GH_CHAPEL.TXT	36	voice	a2s4_Priest20.wav	Priest	Priest: I will put an end to your impudent prattle.	祭司：我要让你再也说不出这些狂言。	
AR_GH_CHAPEL.TXT	37	voice	a2s4_rayne8.wav	$	Rayne: I don't think so.  You just won't be around to hear it anymore.	莱恩：恐怕没戏，倒是你，很快就听不见了。	
AR_GH_CHAPEL.TXT	38	voice	a2s4_Priest22.wav	Priest	Priest: I'm going to splatter your brains all over the walls.	祭司：我要把你的脑浆涂满整面墙！	
AR_GH_CHAPEL.TXT	39	voice	a2s4_rayne9.wav	$	Rayne: Oh, you're all talk.	莱恩：得了吧，你也就嘴上厉害。	
AR_GH_CHAPEL.TXT	40	voice	a2s4_Priest23.wav	Priest	Priest: Contemptuous bitch!	祭司：狂妄的婊子！	
AR_GH_CHAPEL.TXT	41	voice	a2s4_Priest24.wav	Priest	Priest: Return to hell, you demon!	祭司：滚回地狱去吧，恶魔！	
AR_GH_CHAPEL.TXT	42	voice	a2s4_rayne11.wav	$	Rayne: You'll have to try a little harder.  I'm still not convinced.	莱恩：再加把劲儿吧，我还是不怎么信服。	
AR_GH_CHAPEL.TXT	44	voice	a2s4_rayne12.wav	$	Rayne: It will be very warm where you're headed.	莱恩：放心，你要去的地方暖和得很。	
AR_GH_CHAPEL.TXT	45	voice	a2s4_rayne13.wav	$	Rayne: Maybe there's some paperwork on all the hogwash he's been rattling on about.	莱恩：他刚才念叨了那么多鬼话，说不定还留下了什么文件。	
AR_GH_CHAPEL.TXT	47	voice	a2s4_rayne14.wav	$	Rayne: I should search more thoroughly.	莱恩：得再仔细搜搜。	
AR_GH_CHAPEL.TXT	49	voice	a2s4_rayne15.wav	$	Rayne: Not bad.	莱恩：不错。	
AR_GH_CHAPEL.TXT	50	voice	a2s4_rayne16.wav	$	Rayne: And what do we have here: occult writings on Atlantis and Beliar.  At least he was organized.	莱恩：看看我找到了什么：\n亚特兰蒂斯和贝利亚的神秘学资料。\n至少这家伙还挺会整理。	
AR_GH_CHAPEL.TXT	51	voice	a2s4_rayne17.wav	$	Rayne: Time to radio Brimstone Society.	莱恩：该联络硫磺会了。	
AR_GH_CHAPEL.TXT	53	hud	ost_thulepriestisdead		Thule High Priest Von Blut Eliminated.	已消灭图勒大祭司冯·布鲁特	
AR_GH_CHAPEL.TXT	54	hud	ost_Brig		Brig	禁闭室	
AR_GH_CHAPEL.TXT	55	hud	ost_Chapel		Chapel	礼拜堂	
AR_GH_CHAPEL.TXT	56	hud	ost_key		Found an officer turnkey.	找到一把军官钥匙	
AR_GH_CHAPEL.TXT	57	hud	ost_RageAttack1		You have gained Rage Attack. Press @@bloodRageButtonName@@ and @@action1ButtonName@@ to execute a powerful Rage Attack.	你已获得狂怒攻击。按@@bloodRageButtonName@@和@@action1ButtonName@@发动威力强大的狂怒攻击	
AR_GH_CHAPEL.TXT	58	hud	ost_RageAttack2		Rage Attacks consume roughly one-third of your Bloodlust energy.	狂怒攻击大约会消耗三分之一的嗜血能量	
AR_GH_CHAPEL.TXT	61	hud	ObjectiveChapel		Eliminate Officer	消灭军官	
AR_GH_CHAPEL.TXT	62	hud	ObjectiveRadio		Transmit relic information to Brimstone Society.	将遗物情报传送给硫磺会	
AR_GH_CHAPEL.TXT	63	hud	ObjectiveSearch		Seek out targets in other areas.	前往其他区域搜寻目标	
AR_GH_CHAPEL.TXT	64	hud	ObjectiveFindDocuments		Search Thule priest for documents.	搜查图勒祭司，寻找文件	
AR_GH_CHAPEL.TXT	65	hud	ObjectiveFindTurnkey		Search an officer to find a basement turnkey.	搜查军官，寻找地下室钥匙	
AR_GH_EXTBASE.TXT	0	hud	MissionDescription		Dante's Inferno	但丁地狱	
AR_GH_EXTBASE.TXT	2	voice	a2s15_rayne14.wav	$	Rayne: Follow the tracks Rayne!  And...don't...look...back!	莱恩：沿着轨道走，莱恩！千万……别……回头！	
AR_GH_EXTBASE.TXT	3	voice	a2s15_rayne15.wav	$	Rayne: Get up!  Get up!	莱恩：起来！快起来！	
AR_GH_EXTBASE.TXT	4	voice	a6s1_rayne185.wav	$	Rayne: Up! Better get up!	莱恩：起来！最好赶紧起来！	
AR_GH_EXTBASE.TXT	6	voice	a2s16_soldier1_1.wav	Soldier1	Soldier: What's that noise?	士兵：什么声音？	
AR_GH_EXTBASE.TXT	7	voice	a2s16_Soldier2_1.wav	Soldier2	Soldier: It's coming from the mineshaft.	士兵：是矿井里传来的。	
AR_GH_EXTBASE.TXT	8	voice	a2s16_Soldier3_8.wav	Soldier3	Soldier: Ahhhhh!	士兵：啊啊啊啊！	
AR_GH_EXTBASE.TXT	9	voice	a2s16_Soldier2_2.wav	Soldier2	Soldier: Get the hell out of here!  Shnell, mach, schnell!	士兵：快他妈离开这里！快，快跑！	
AR_GH_EXTBASE.TXT	11	hud	ObjectiveFindExit		Escape to the excavation shaft.	逃往挖掘竖井	
AR_GH_INTEL.TXT	0	hud	MissionDescription		Communication Breakdown	通信中断	
AR_GH_INTEL.TXT	2	voice	a2s2_rayne7.wav	$	Rayne: Can't leave yet.	莱恩：现在还不能走。	
AR_GH_INTEL.TXT	3	voice	a2s2_rayne8.wav	$	Rayne: I haven't met all the objectives.	莱恩：任务还没全完成。	
AR_GH_INTEL.TXT	4	voice	a2s2_rayne9.wav	$	Rayne: There are still targets in this area.	莱恩：这片区域还有目标没解决。	
AR_GH_INTEL.TXT	5	voice	a2s2_rayne10.wav	$	Rayne: No, I've got things to do first.	莱恩：不行，我还有事要办。	
AR_GH_INTEL.TXT	6	voice	a2s2_rayne11.wav	$	Rayne: No, I'm not done here.	莱恩：不行，这里的事还没完。	
AR_GH_INTEL.TXT	8	hud	a2s7_PAVoice2	PAVoice	>(Code Zeus! Repeat: Code Zeus!)<	>(宙斯警报！重复，宙斯警报！)<	
AR_GH_INTEL.TXT	9	hud	a2s7_PAVoice3	PAVoice	>(Science lab security breach!  All personnel abandon pursuit!  Report to the science lab immediately!)<	>(科学实验室发生安全事故！所有人员停止追击！立即前往科学实验室！)<	
AR_GH_INTEL.TXT	10	hud	a2s7_PAVoice4	PAVoice	>(Get over here now- aargh!)<	>(马上过来——啊啊啊！)<	
AR_GH_INTEL.TXT	11	hud	a2s7_rayne5	$	Sounds like they have their own problems.  I'm done here.	听起来他们自顾不暇了，我这里也办完了。	
AR_GH_INTEL.TXT	12	hud	a2s7_rayne6	$	I need to get into the basement.  An officer should have what I need.	我得进地下室，军官身上应该有我要的东西。	
AR_GH_INTEL.TXT	13	hud	a2s7_rayne7	$	I should search an officer's body before I go.	走之前，得搜一具军官的尸体。	
AR_GH_INTEL.TXT	15	hud	ost_alarm		The alarm has been sounded!	警报已拉响！	
AR_GH_INTEL.TXT	16	hud	ost_explosives		Found explosives.	找到炸药	
AR_GH_INTEL.TXT	17	hud	ost_intelofficerisdead		Major General of Intelligence J. A. Cotter Eliminated.	已消灭情报少将J. A. 科特	
AR_GH_INTEL.TXT	18	hud	ost_commofficerisdead		Target: Comm Officer Eliminated.	目标：已消灭通信军官	
AR_GH_INTEL.TXT	19	hud	ost_Comm Room		Comm Room	通信室	
AR_GH_INTEL.TXT	20	hud	ost_Library		Library	图书馆	
AR_GH_INTEL.TXT	21	hud	ost_Elevator		Elevator	电梯	
AR_GH_INTEL.TXT	23	voice	a5s5_rayne128.wav	$	He took the battery.	他把电池拿走了。	
AR_GH_INTEL.TXT	24	voice	a5s5_rayne129.wav	$	The battery's missing.	电池不见了。	
AR_GH_INTEL.TXT	26	voice	a6s1_rayne156.wav	$	He took the battery.	他把电池拿走了。	
AR_GH_INTEL.TXT	27	voice	a6s1_rayne157.wav	$	The battery's missing.	电池不见了。	
AR_GH_INTEL.TXT	29	voice	a2s3_IntelOff1.wav	IntelOff	Officer: Generalstabsinformationen Cotter to Science lab.  Status Report.	军官：总参谋部情报官科特呼叫科学实验室。报告情况。	
AR_GH_INTEL.TXT	30	voice	a2s3_Radiovoice1.wav	IntelOff	Radio voice: Security issues in science lab still present.	无线电：科学实验室的安全问题仍未解决。	
AR_GH_INTEL.TXT	31	voice	a2s3_IntelOff2.wav	IntelOff	Officer: Why don't you do something about it?	军官：那你们倒是想办法解决啊！	
AR_GH_INTEL.TXT	32	voice	a2s3_Radiovoice2.wav	IntelOff	Radio voice: We're trying sir.  The...subjects seem to be...planning something.	无线电：我们正在处理，长官。那些……实验体好像在……密谋什么。	
AR_GH_INTEL.TXT	33	voice	a2s3_IntelOff3.wav	IntelOff	Officer: That's ridiculous.  Where's Schmitt?	军官：胡说八道。施密特在哪儿？	
AR_GH_INTEL.TXT	34	voice	a2s3_Radiovoice3.wav	IntelOff	Radio voice: I can't tell you.	无线电：我不能告诉您。	
AR_GH_INTEL.TXT	35	voice	a2s3_IntelOff4.wav	IntelOff	Officer: I'm your superior officer.  You tell me right now where Schmitt is.	军官：我是你的上级。立刻告诉我施密特在哪儿。	
AR_GH_INTEL.TXT	36	voice	a2s3_Radiovoice4.wav	IntelOff	Radio voice: I'm sorry sir, but I can't tell you.  Not because I don't want to, but because I don't know.	无线电：抱歉，长官，我没法告诉您。不是我不想说，是我也不知道。	
AR_GH_INTEL.TXT	37	voice	a2s3_IntelOff5.wav	IntelOff	Officer: Stop babbling.  Is Gegengruppenfuhrer Wulf aware of the situation?	军官：别啰唆了，反幽灵小组首领沃尔夫知道这里的情况吗？	
AR_GH_INTEL.TXT	38	voice	a2s3_Radiovoice5.wav	IntelOff	Radio voice: He is.	无线电：知道。	
AR_GH_INTEL.TXT	39	voice	a2s3_IntelOff6.wav	IntelOff	Officer: Does this man never leave?	军官：那家伙就从来不走吗？	
AR_GH_INTEL.TXT	40	voice	a2s3_Radiovoice6.wav	IntelOff	Radio voice: I could ask him.	无线电：我可以替您问问。	
AR_GH_INTEL.TXT	41	voice	a2s3_IntelOff7.wav	IntelOff	Officer: Don't you...just be quiet.  Stay where you are.  Man the radio.  Make sure it doesn't walk away.	军官：你别……算了，闭嘴。待在原地，守好无线电，别让它长腿跑了。	
AR_GH_INTEL.TXT	42	voice	a2s3_Radiovoice7.wav	IntelOff	Radio voice: Jawohl.	无线电：遵命。	
AR_GH_INTEL.TXT	43	voice	a2s3_IntelOff8.wav	IntelOff	Officer: That is all.  Over and out.	军官：就这样。通话结束。	
AR_GH_INTEL.TXT	45	voice	a2s3_IntelOff9.wav	IntelOff	Officer: Status Report.	军官：报告情况。	
AR_GH_INTEL.TXT	46	voice	a2s3_IntelOff10.wav	IntelOff	Officer: Generalstabsinformationen Cotter to Science lab: status report.	军官：总参谋部情报官科特呼叫科学实验室，报告情况。	
AR_GH_INTEL.TXT	47	voice	a2s3_IntelOff11.wav	IntelOff	Officer: Dammit, Kassel.  This is it.  I'm writing you up this time.	军官：该死的，卡塞尔。你完了，这次我一定要处分你。	
AR_GH_INTEL.TXT	49	voice	a2s3_IntelOff12.wav	IntelOff	Officer: You!  Who are you?!  What are you doing here?	军官：你！你是谁？！来这里干什么？	
AR_GH_INTEL.TXT	50	voice	a2s3_rayne1.wav	$	Rayne: I'm hungry.  Got a minute?	莱恩：我饿了，能管你借几分钟吗？	
AR_GH_INTEL.TXT	51	voice	a2s3_IntelOff13.wav	IntelOff	Officer: You impudent bitch.  You'll get yours.  Intruder!  Alarm!  Alarm!	军官：无礼的婊子，你会付出代价的！有入侵者！拉警报！警报！	
AR_GH_INTEL.TXT	53	voice	a2s5_rayne1.wav	$	Rayne: At least I found the radio.	莱恩：至少无线电找到了。	
AR_GH_INTEL.TXT	54	voice	a2s5_rayne2.wav	$	Rayne: I should contact Brimstone and let 'em know what I found out.	莱恩：该联系硫磺会，把我的发现告诉他们。	
AR_GH_INTEL.TXT	55	voice	a2s5_rayne3.wav	$	Rayne: Rayne to DarkMan.  Come in.	莱恩：莱恩呼叫暗影人，听到请回答。	
AR_GH_INTEL.TXT	56	voice	a2s5_Darkman1.wav	$	DarkMan: Receiving.  Go ahead.	暗影人：收到，请讲。	
AR_GH_INTEL.TXT	57	voice	a2s5_rayne4.wav	$	Rayne: I found documentation on the relic.  You were right.  They're up to something big.	莱恩：我找到了遗物的资料。你说得没错，他们在谋划一件大事。	
AR_GH_INTEL.TXT	58	voice	a2s5_Darkman2.wav	$	DarkMan: Well done.  Now continue with target termination.  And try to obtain the relic.  We can't let them get to it first.	暗影人：干得好。继续清除名单上的目标，并设法拿到遗物，不能让他们抢先。	
AR_GH_INTEL.TXT	59	voice	a2s5_rayne5.wav	$	Rayne: Roger.	莱恩：明白。	
AR_GH_INTEL.TXT	60	voice	a2s5_Darkman3.wav	$	DarkMan: One more thing.  Destroy the communications center.  We can't have them radioing for help.  Good luck.  Over and out.	暗影人：还有一件事，摧毁通信中心，不能让他们发报求援。祝你好运。通话结束。	
AR_GH_INTEL.TXT	61	voice	a2s5_rayne6.wav	$	Rayne: The armory should have some explosives.	莱恩：军械库里应该有炸药。	
AR_GH_INTEL.TXT	62	voice	a2s5_rayne7.wav	$	Rayne: Explosives would be nice.	莱恩：来点炸药就好了。	
AR_GH_INTEL.TXT	63	voice	a2s5_DaemiteVoice1.wav	DaemiteVoice	Daemite Voice: Science Lab to Guardhouse: I will eat your face.	魔蛭的声音：科学实验室呼叫警卫室：我要吃掉你的脸。	
